Order_ID,Customer_ID,Restaurant_Name,Cuisine,Food_Item,City,Address,Order_Date,Time_Slot,Order_Amount,Delivery_Time,Rating,Discount_Used,Is_Weekend,Year,Month,Day_of_Week,Is_Delayed,Estimated_Distance_km
ORD1038,CUST3040,Pal Dhaba,Chinese,Chilli Chicken,Chandigarh,"2, Area 1, Chandigarh",2023-08-13,14:00-16:00,853.96,64,2.9,False,True,2023,8,Sunday,True,21.3
ORD1039,CUST7053,The Spicy Venue,Italian,Pesto Pasta,Hyderabad,"89, Area 25, Hyderabad",2023-02-17,16:00-18:00,630.67,112,1.3,False,False,2023,2,Friday,True,37.3
ORD1040,CUST3709,Munchies,Chinese,Hot and Sour Soup,Vadodara,"49, Area 17, Vadodara",2023-01-01,10:00-12:00,1503.81,23,4.8,False,True,2023,1,Sunday,False,7.7
ORD1041,CUST3229,Arthur’s Theme,Indian,Idli Sambhar,Pune,"87, Area 14, Pune",2023-02-11,18:00-20:00,1303.99,24,2.4,False,True,2023,2,Saturday,False,8.0
ORD1042,CUST7751,Oh! Calcutta,Indian,Paneer Tikka,Kolkata,"24, Area 5, Kolkata",2023-09-12,14:00-16:00,1059.3,89,2.2,False,False,2023,9,Tuesday,True,29.7
ORD1043,CUST2309,Manek Chowk,Continental,Mashed Potatoes,Ahmedabad,"91, Area 5, Ahmedabad",2023-04-07,18:00-20:00,779.02,27,2.4,False,False,2023,4,Friday,False,9.0
ORD1044,CUST8829,Blue & Beyond,Italian,Tiramisu,Kolkata,"54, Area 21, Kolkata",2023-03-29,20:00-22:00,698.8,67,4.5,False,False,2023,3,Wednesday,True,22.3
ORD1045,CUST7372,Tung Fong,Indian,Dosa,Kolkata,"48, Area 15, Kolkata",2023-03-02,10:00-12:00,192.08,86,1.0,False,False,2023,3,Thursday,True,28.7
ORD1046,CUST5360,Ulavacharu,Italian,Gnocchi,Hyderabad,"97, Area 8, Hyderabad",2023-01-08,18:00-20:00,922.65,116,1.3,False,True,2023,1,Sunday,True,38.7
ORD1047,CUST5559,Signs of the City,Italian,Pasta Alfredo,Jaipur,"26, Area 22, Jaipur",2023-06-30,12:00-14:00,1940.67,48,1.4,False,False,2023,6,Friday,False,16.0
ORD1048,CUST3588,RRR,Continental,Fish & Chips,Mysore,"33, Area 1, Mysore",2023-01-19,14:00-16:00,1136.26,34,1.1,False,False,2023,1,Thursday,False,11.3
ORD1049,CUST2877,Chotiwala Restaurant,Continental,Herb Roasted Chicken,Indore,"70, Area 9, Indore",2023-05-29,14:00-16:00,1933.34,91,1.1,False,False,2023,5,Monday,True,30.3
ORD1050,CUST8186,A2B – Adyar Ananda Bhavan,Continental,Stuffed Bell Peppers,Mysore,"58, Area 19, Mysore",2023-10-29,18:00-20:00,1804.4,78,3.9,False,True,2023,10,Sunday,True,26.0
ORD1051,CUST7362,The House of MG,Continental,Roast Veggies,Ahmedabad,"92, Area 16, Ahmedabad",2023-08-27,20:00-22:00,1353.99,104,5.0,False,True,2023,8,Sunday,True,34.7
ORD1052,CUST4595,Vaishali,Italian,Lasagna,Pune,"56, Area 1, Pune",2023-10-23,14:00-16:00,931.17,58,2.7,False,False,2023,10,Monday,False,19.3
ORD1053,CUST6052,Munchies,Continental,Stuffed Bell Peppers,Vadodara,"49, Area 17, Vadodara",2023-05-24,16:00-18:00,1599.0,44,4.0,False,False,2023,5,Wednesday,False,14.7
ORD1054,CUST5606,Hotel Roopa,Indian,Biryani,Mysore,"97, Area 18, Mysore",2023-10-13,18:00-20:00,280.11,120,4.3,False,False,2023,10,Friday,True,40.0
ORD1055,CUST2982,Britto’s,Italian,Bruschetta,Goa,"41, Area 9, Goa",2023-05-09,20:00-22:00,1948.79,50,4.3,False,False,2023,5,Tuesday,False,16.7
ORD1056,CUST5569,Bohemian,Chinese,Crispy Spinach,Kolkata,"35, Area 18, Kolkata",2023-12-12,18:00-20:00,1327.64,118,3.0,False,False,2023,12,Tuesday,True,39.3
ORD1057,CUST3743,Terra Mayaa,Italian,Pasta Alfredo,Guwahati,"59, Area 13, Guwahati",2023-07-09,16:00-18:00,286.18,115,1.2,False,True,2023,7,Sunday,True,38.3
ORD1058,CUST3579,Zamzama,Indian,Korma,Amritsar,"98, Area 22, Amritsar",2023-06-09,16:00-18:00,1279.94,76,4.0,False,False,2023,6,Friday,True,25.3
ORD1059,CUST7104,Johny Hot Dog,Italian,Fettuccine Alfredo,Indore,"73, Area 3, Indore",2023-01-01,18:00-20:00,1989.95,117,4.8,False,True,2023,1,Sunday,True,39.0
ORD1060,CUST8100,Barbeque Nation,Indian,Dosa,Guwahati,"74, Area 5, Guwahati",2023-11-29,10:00-12:00,413.51,87,3.4,False,False,2023,11,Wednesday,True,29.0
ORD1061,CUST5272,RRR,Indian,Biryani,Mysore,"33, Area 1, Mysore",2023-05-06,12:00-14:00,507.02,74,3.1,False,True,2023,5,Saturday,True,24.7
ORD1062,CUST7313,Oyster Bay,Continental,Mashed Potatoes,Mysore,"25, Area 6, Mysore",2023-09-27,10:00-12:00,782.55,29,2.3,False,False,2023,9,Wednesday,False,9.7
ORD1063,CUST3379,Naushijaan,Chinese,Crispy Spinach,Lucknow,"1, Area 25, Lucknow",2023-12-25,12:00-14:00,1330.53,66,2.1,False,False,2023,12,Monday,True,22.0
ORD1064,CUST9990,Tycoon Multi-Cuisine Restaurant,Chinese,Chow Mein,Visakhapatnam,"13, Area 11, Visakhapatnam",2023-09-09,20:00-22:00,754.96,75,3.6,False,True,2023,9,Saturday,True,25.0
ORD1065,CUST9421,Square by Sayaji,Chinese,Chilli Chicken,Indore,"37, Area 22, Indore",2023-11-07,14:00-16:00,1581.61,31,3.5,False,False,2023,11,Tuesday,False,10.3
ORD1066,CUST3331,Bombay Brasserie,Italian,Tiramisu,Chennai,"11, Area 20, Chennai",2023-07-30,14:00-16:00,1839.58,99,4.0,False,True,2023,7,Sunday,True,33.0
ORD1067,CUST6701,Britto’s,Italian,Minestrone Soup,Goa,"41, Area 9, Goa",2023-05-30,10:00-12:00,494.57,116,4.9,False,False,2023,5,Tuesday,True,38.7
ORD1068,CUST5772,The Monroe Café,Italian,Cannelloni,Indore,"44, Area 11, Indore",2023-04-08,20:00-22:00,217.97,96,2.7,False,True,2023,4,Saturday,True,32.0
ORD1069,CUST4558,Pista House,Indian,Idli Sambhar,Hyderabad,"10, Area 7, Hyderabad",2023-08-01,18:00-20:00,1552.68,101,2.4,False,False,2023,8,Tuesday,True,33.7
ORD1070,CUST3799,Kapil Dev's Elevens,Indian,Pani Puri,Patna,"60, Area 2, Patna",2023-10-05,12:00-14:00,1959.22,47,2.0,False,False,2023,10,Thursday,False,15.7
ORD1071,CUST3682,Diva - The Culinary Retreat,Indian,Pav Bhaji,Hyderabad,"47, Area 24, Hyderabad",2023-02-18,18:00-20:00,767.65,112,4.6,False,True,2023,2,Saturday,True,37.3
ORD1072,CUST4018,The Great Indian Kitchen,Continental,Grilled Salmon,Lucknow,"98, Area 12, Lucknow",2023-01-28,20:00-22:00,1622.77,101,4.5,False,True,2023,1,Saturday,True,33.7
ORD1073,CUST4563,Olive Garden,Continental,Stuffed Bell Peppers,Mysore,"26, Area 24, Mysore",2023-10-10,20:00-22:00,1164.23,113,4.7,False,False,2023,10,Tuesday,True,37.7
ORD1074,CUST5310,Heritage Khorikaa,Italian,Margherita Pizza,Guwahati,"81, Area 4, Guwahati",2023-05-23,16:00-18:00,1722.1,26,2.7,False,False,2023,5,Tuesday,False,8.7
ORD1075,CUST7219,Terrace21,Chinese,Dragon Chicken,Hyderabad,"94, Area 20, Hyderabad",2023-08-07,20:00-22:00,1208.26,28,4.4,False,False,2023,8,Monday,False,9.3
ORD1076,CUST4117,Lodhi - The Garden Restaurant,Continental,Steak,Delhi,"36, Area 11, Delhi",2023-04-12,20:00-22:00,1468.1,112,2.1,False,False,2023,4,Wednesday,True,37.3
ORD1077,CUST6524,Ponnusamy,Continental,Roast Veggies,Chennai,"9, Area 4, Chennai",2023-11-20,10:00-12:00,1395.57,101,1.4,False,False,2023,11,Monday,True,33.7
ORD1078,CUST8881,Mosaic – Country Inn,Continental,Grilled Salmon,Mysore,"6, Area 21, Mysore",2023-01-05,20:00-22:00,263.47,55,4.7,False,False,2023,1,Thursday,False,18.3
ORD1079,CUST6887,Havmor,Italian,Pesto Pasta,Vadodara,"69, Area 4, Vadodara",2023-02-21,16:00-18:00,1561.59,65,2.0,False,False,2023,2,Tuesday,True,21.7
ORD1080,CUST2068,Thalassa,Indian,Dal Makhani,Goa,"51, Area 7, Goa",2023-08-07,18:00-20:00,1065.26,90,3.9,False,False,2023,8,Monday,True,30.0
ORD1081,CUST9814,O2 – The Plant Café,Italian,Fettuccine Alfredo,Jaipur,"81, Area 18, Jaipur",2023-08-02,20:00-22:00,1297.55,75,2.0,False,False,2023,8,Wednesday,True,25.0
ORD1082,CUST7604,Swagath,Italian,Fettuccine Alfredo,Chandigarh,"96, Area 2, Chandigarh",2023-09-28,10:00-12:00,1493.75,36,3.0,False,False,2023,9,Thursday,False,12.0
ORD1083,CUST4388,The Yellow Chilli,Chinese,Spring Rolls,Guwahati,"72, Area 3, Guwahati",2023-10-10,14:00-16:00,939.44,104,4.8,False,False,2023,10,Tuesday,True,34.7
ORD1084,CUST8089,Ritz Classic,Indian,Korma,Goa,"63, Area 24, Goa",2023-08-16,14:00-16:00,213.28,91,2.2,False,False,2023,8,Wednesday,True,30.3
ORD1085,CUST7599,Farzi Café,Italian,Caprese Salad,Hyderabad,"51, Area 10, Hyderabad",2023-03-16,18:00-20:00,967.96,22,3.2,False,False,2023,3,Thursday,False,7.3
ORD1086,CUST3643,Foresto Paradise,Chinese,Veg Momos,Patna,"30, Area 13, Patna",2023-05-18,18:00-20:00,1260.9,38,4.7,False,False,2023,5,Thursday,False,12.7
ORD1087,CUST4969,Grill & Chill,Indian,Dal Makhani,Patna,"82, Area 23, Patna",2023-11-27,18:00-20:00,217.61,104,3.7,False,False,2023,11,Monday,True,34.7
ORD1088,CUST9754,Vidyarthi Bhavan,Indian,Korma,Bangalore,"92, Area 2, Bangalore",2023-02-17,18:00-20:00,585.33,92,4.0,False,False,2023,2,Friday,True,30.7
ORD1089,CUST1646,Murugan Idli Shop,Continental,Zucchini Fritters,Chennai,"98, Area 1, Chennai",2023-09-07,20:00-22:00,174.32,68,2.0,False,False,2023,9,Thursday,True,22.7
ORD1090,CUST9255,The Tattoo Café,Continental,Fish & Chips,Jaipur,"52, Area 25, Jaipur",2023-10-07,10:00-12:00,798.67,88,3.1,False,True,2023,10,Saturday,True,29.3
ORD1091,CUST6947,Ritz Classic,Indian,Aloo Paratha,Goa,"63, Area 24, Goa",2023-10-15,14:00-16:00,1204.24,82,2.4,False,True,2023,10,Sunday,True,27.3
ORD1092,CUST8590,Khan Chacha,Continental,Chicken Stroganoff,Delhi,"65, Area 19, Delhi",2023-10-02,10:00-12:00,1484.13,83,4.8,False,False,2023,10,Monday,True,27.7
ORD1093,CUST3792,Indian Summer Café,Indian,Tandoori Chicken,Patna,"2, Area 9, Patna",2023-05-25,10:00-12:00,919.69,53,2.6,False,False,2023,5,Thursday,False,17.7
ORD1094,CUST6125,Paradise,Chinese,Kung Pao Chicken,Hyderabad,"10, Area 1, Hyderabad",2023-10-22,16:00-18:00,1554.52,61,1.8,False,True,2023,10,Sunday,True,20.3
ORD1095,CUST3057,Wahid Biryani,Indian,Dal Makhani,Lucknow,"81, Area 5, Lucknow",2023-07-12,14:00-16:00,1716.59,61,1.9,False,False,2023,7,Wednesday,True,20.3
ORD1096,CUST1375,Café Repertwahr,Italian,Caprese Salad,Lucknow,"98, Area 10, Lucknow",2023-07-17,18:00-20:00,1936.71,62,2.7,False,False,2023,7,Monday,True,20.7
ORD1097,CUST1585,Little Monk,Indian,Malai Kofta,Indore,"20, Area 19, Indore",2023-03-03,16:00-18:00,1765.06,62,4.0,False,False,2023,3,Friday,True,20.7
ORD1098,CUST8206,Bhojohori Manna,Continental,Grilled Salmon,Kolkata,"72, Area 4, Kolkata",2023-05-11,16:00-18:00,1126.17,50,1.2,False,False,2023,5,Thursday,False,16.7
ORD1099,CUST3723,Sahib’s Barbeque,Continental,Stuffed Bell Peppers,Hyderabad,"39, Area 17, Hyderabad",2023-04-09,10:00-12:00,1870.01,28,4.0,False,True,2023,4,Sunday,False,9.3
ORD1100,CUST8219,Depth N Green,Indian,Aloo Paratha,Mysore,"35, Area 5, Mysore",2023-01-11,14:00-16:00,1023.81,75,1.8,False,False,2023,1,Wednesday,True,25.0
ORD1101,CUST3176,Café Palladio,Continental,Roast Veggies,Jaipur,"78, Area 16, Jaipur",2023-01-16,12:00-14:00,504.91,40,1.8,False,False,2023,1,Monday,False,13.3
ORD1102,CUST9066,Terrace21,Chinese,Fried Rice,Hyderabad,"94, Area 20, Hyderabad",2023-01-28,10:00-12:00,1926.1,30,3.6,False,True,2023,1,Saturday,False,10.0
ORD1103,CUST7997,Indigo Deli,Chinese,Kung Pao Chicken,Mumbai,"54, Area 11, Mumbai",2023-05-28,20:00-22:00,1544.17,35,1.9,False,True,2023,5,Sunday,False,11.7
ORD1104,CUST8892,Kanha Sweets,Indian,Butter Chicken,Amritsar,"88, Area 9, Amritsar",2023-12-08,20:00-22:00,1772.73,86,4.6,False,False,2023,12,Friday,True,28.7
ORD1105,CUST9272,Vinayak Restaurant,Continental,Zucchini Fritters,Goa,"33, Area 1, Goa",2023-10-20,20:00-22:00,819.04,98,2.5,False,False,2023,10,Friday,True,32.7
ORD1106,CUST1623,The Brew Room,Indian,Paneer Tikka,Chennai,"85, Area 23, Chennai",2023-11-19,18:00-20:00,846.12,27,1.8,False,True,2023,11,Sunday,False,9.0
ORD1107,CUST2526,Fiorella Italian Restaurant,Chinese,Manchurian,Vadodara,"44, Area 7, Vadodara",2023-07-16,18:00-20:00,1117.29,116,2.4,False,True,2023,7,Sunday,True,38.7
ORD1108,CUST6915,Cafe Mondegar,Continental,Chicken Stroganoff,Mumbai,"6, Area 16, Mumbai",2023-12-16,20:00-22:00,643.63,27,4.8,False,True,2023,12,Saturday,False,9.0
ORD1109,CUST3873,Jalpaan Dinning Saga,Italian,Minestrone Soup,Mysore,"24, Area 7, Mysore",2023-12-29,20:00-22:00,281.78,82,2.6,False,False,2023,12,Friday,True,27.3
ORD1110,CUST1759,Cream Centre,Chinese,Dragon Chicken,Chennai,"46, Area 19, Chennai",2023-11-06,16:00-18:00,267.39,38,3.9,False,False,2023,11,Monday,False,12.7
ORD1111,CUST4685,Café Columbus,Italian,Spaghetti Carbonara,Pune,"11, Area 15, Pune",2023-01-24,18:00-20:00,1790.48,80,3.3,False,False,2023,1,Tuesday,True,26.7
ORD1112,CUST1146,Chitale Bandhu,Indian,Aloo Paratha,Pune,"70, Area 9, Pune",2023-03-19,18:00-20:00,1604.38,107,2.6,False,True,2023,3,Sunday,True,35.7
ORD1113,CUST8226,Zaatar,Indian,Dal Makhani,Visakhapatnam,"36, Area 1, Visakhapatnam",2023-01-16,16:00-18:00,1134.95,110,4.8,False,False,2023,1,Monday,True,36.7
ORD1114,CUST7937,Kethal’s Chicken,Continental,Shepherd's Pie,Thiruvananthapuram,"87, Area 15, Thiruvananthapuram",2023-07-27,10:00-12:00,1546.87,38,1.3,False,False,2023,7,Thursday,False,12.7
ORD1115,CUST7755,Sarafa Bazaar,Chinese,Spring Rolls,Indore,"88, Area 1, Indore",2023-10-07,10:00-12:00,1208.55,89,5.0,False,True,2023,10,Saturday,True,29.7
ORD1116,CUST6543,Peshawri,Indian,Pani Puri,Mumbai,"31, Area 10, Mumbai",2023-02-05,18:00-20:00,1585.71,39,3.4,False,True,2023,2,Sunday,False,13.0
ORD1117,CUST5125,Zam Zam,Indian,Rogan Josh,Thiruvananthapuram,"88, Area 1, Thiruvananthapuram",2023-12-21,12:00-14:00,626.01,54,2.7,False,False,2023,12,Thursday,False,18.0
ORD1118,CUST6806,Handi,Indian,Pav Bhaji,Jaipur,"31, Area 5, Jaipur",2023-01-31,10:00-12:00,747.15,23,2.0,False,False,2023,1,Tuesday,False,7.7
ORD1119,CUST3204,Polka,Chinese,Chilli Chicken,Hyderabad,"71, Area 19, Hyderabad",2023-09-11,12:00-14:00,1305.89,45,1.3,False,False,2023,9,Monday,False,15.0
ORD1120,CUST6561,22nd Parallel,Continental,Chicken Stroganoff,Vadodara,"97, Area 6, Vadodara",2023-01-14,12:00-14:00,933.51,85,3.3,False,True,2023,1,Saturday,True,28.3
ORD1121,CUST2630,Orchid Lounge,Continental,Stuffed Bell Peppers,Chandigarh,"86, Area 21, Chandigarh",2023-05-08,18:00-20:00,1234.64,62,2.0,False,False,2023,5,Monday,True,20.7
ORD1122,CUST8588,Kethal’s Chicken,Italian,Cannelloni,Thiruvananthapuram,"87, Area 15, Thiruvananthapuram",2023-10-20,20:00-22:00,1698.74,23,3.6,False,False,2023,10,Friday,False,7.7
ORD1123,CUST8942,Britannia & Co.,Chinese,Hot and Sour Soup,Mumbai,"86, Area 3, Mumbai",2023-04-27,20:00-22:00,1397.04,27,2.1,False,False,2023,4,Thursday,False,9.0
ORD1124,CUST3143,Shree Kathiyawadi Khadki,Chinese,Chilli Chicken,Vadodara,"9, Area 24, Vadodara",2023-07-21,12:00-14:00,1380.38,42,3.5,False,False,2023,7,Friday,False,14.0
ORD1125,CUST8482,Social,Chinese,Sweet Corn Soup,Delhi,"68, Area 16, Delhi",2023-06-09,20:00-22:00,1178.69,117,2.2,False,False,2023,6,Friday,True,39.0
ORD1126,CUST6001,Tandoori Night,Italian,Lasagna,Vadodara,"75, Area 18, Vadodara",2023-05-06,20:00-22:00,1114.74,113,4.4,False,True,2023,5,Saturday,True,37.7
ORD1127,CUST9140,Rajputana,Continental,Shepherd's Pie,Vadodara,"91, Area 11, Vadodara",2023-10-28,16:00-18:00,1632.89,26,1.1,False,True,2023,10,Saturday,False,8.7
ORD1128,CUST6443,Sarafa Bazaar,Chinese,Dragon Chicken,Indore,"88, Area 1, Indore",2023-09-05,12:00-14:00,1707.64,110,3.1,False,False,2023,9,Tuesday,True,36.7
ORD1129,CUST4202,Mainland China,Chinese,Chow Mein,Patna,"55, Area 10, Patna",2023-06-22,18:00-20:00,1634.78,111,4.9,False,False,2023,6,Thursday,True,37.0
ORD1130,CUST7944,Mothers Veg Plaza,Chinese,Crispy Spinach,Thiruvananthapuram,"62, Area 4, Thiruvananthapuram",2023-02-24,18:00-20:00,646.46,91,1.3,False,False,2023,2,Friday,True,30.3
ORD1131,CUST7719,Eva Café,Chinese,Spring Rolls,Goa,"71, Area 18, Goa",2023-05-04,16:00-18:00,1372.42,56,3.1,False,False,2023,5,Thursday,False,18.7
ORD1132,CUST8171,Prithvi Cafe,Indian,Malai Kofta,Mumbai,"28, Area 17, Mumbai",2023-04-11,14:00-16:00,1809.15,27,3.9,False,False,2023,4,Tuesday,False,9.0
ORD1133,CUST8085,Falaknuma,Chinese,Honey Chilli Potatoes,Lucknow,"84, Area 11, Lucknow",2023-11-13,14:00-16:00,405.13,89,2.3,False,False,2023,11,Monday,True,29.7
ORD1134,CUST8593,Café Chocolatti,Italian,Lasagna,Goa,"47, Area 19, Goa",2023-01-05,14:00-16:00,493.65,90,1.7,False,False,2023,1,Thursday,True,30.0
ORD1135,CUST3934,Masala Library,Italian,Lasagna,Mumbai,"83, Area 7, Mumbai",2023-09-22,12:00-14:00,1405.6,49,1.5,False,False,2023,9,Friday,False,16.3
ORD1136,CUST1143,The Urban Gumti,Indian,Idli Sambhar,Indore,"14, Area 25, Indore",2023-02-03,16:00-18:00,1700.36,112,4.8,False,False,2023,2,Friday,True,37.3
ORD1137,CUST6959,Malaka Tuckshop,Italian,Cannelloni,Pune,"82, Area 24, Pune",2023-03-28,12:00-14:00,161.29,73,3.4,False,False,2023,3,Tuesday,True,24.3
ORD1138,CUST9100,Saffron,Chinese,Hakka Noodles,Chandigarh,"80, Area 16, Chandigarh",2023-09-02,14:00-16:00,1963.23,64,2.0,False,True,2023,9,Saturday,True,21.3
